frame,gt_pilot_dense_feature_loss,init_pilot_dense_feature_loss,refined_pilot_dense_feature_loss,gt_minus_init_loss,gt_minus_refined_loss,gt_chamfer,gt_overlap,rgb_mae,rgb_mse,rgb_psnr_db,valid_depth_ratio
000057.jpg,0.00011020001450863977,0.002632788634703805,0.004573918258150418,-0.0025225886201951653,-0.004463718243641779,0.1810007393360138,0.9550561797752809,2.411185370551215,10.923145294189453,37.74732650408934,1.0
000058.jpg,8.02201175247319e-05,0.0026941753458231688,0.00473695108667016,-0.002613955228298437,-0.004656730969145428,0.1609468311071396,0.9620730570387321,2.404322306315104,10.854361534118652,37.774760780211864,1.0
000059.jpg,6.793665306759067e-05,0.0026457335722322264,0.004555348462114732,-0.0025777969191646357,-0.004487411809047141,0.1755589097738266,0.9580793498021603,2.4044053819444446,10.846649169921875,37.777847675471975,1.0
000060.jpg,8.496870092737178e-05,0.0027157580479979515,0.004477980080991983,-0.00263078934707058,-0.004393011380064611,0.1635478287935257,0.9598881782371129,2.4073621961805554,10.87224292755127,37.767612132328445,1.0
000061.jpg,8.308288912909727e-05,0.0026212145069924495,0.00444854237139225,-0.0025381316178633524,-0.0043654594822631525,0.154320627450943,0.9634522517922862,2.4019978841145835,10.83748722076416,37.781517624902065,1.0
000062.jpg,7.282845520724852e-05,0.0026841183037807546,0.004594855786611636,-0.002611289848573506,-0.004522027331404388,0.16589167714118958,0.9593414122382563,2.4041934543185763,10.835885047912598,37.78215971679357,1.0
000063.jpg,7.403353326177846e-05,0.0026100797889133296,0.004327646767099698,-0.0025360462556515513,-0.004253613233837919,0.16383221745491028,0.9603545767611922,2.4098002115885415,10.91622257232666,37.750079788913176,1.0
000064.jpg,8.363271384344746e-05,0.0026514653582125902,0.004452377402534087,-0.0025678326443691426,-0.00436874468869064,0.17106139659881592,0.958955303564183,2.4065687391493054,10.905720710754395,37.75425989407016,1.0
000065.jpg,8.998778624421296e-05,0.0026825201348401606,0.004501096593836944,-0.0025925323485959475,-0.004411108807592731,0.16745401918888092,0.9592634872315238,2.4089847140842013,10.900157928466797,37.756475705451955,1.0
000066.jpg,8.537065635512893e-05,0.0026451924350112677,0.004475288093090057,-0.0025598217786561386,-0.004389917436734929,0.1779523491859436,0.9560221786519933,2.412684122721354,10.937786102294922,37.74150934744021,1.0
000067.jpg,9.105520924398054e-05,0.0026444018779632947,0.004440814334278305,-0.002553346668719314,-0.004349759125034325,0.16013947129249573,0.9622793447625506,2.414791531032986,10.97842788696289,37.725402073567786,1.0
000068.jpg,0.00011407221366728966,0.002630981985324373,0.004461856093257666,-0.002516909771657083,-0.004347783879590376,0.1608504056930542,0.9618368763010156,2.4132792154947915,10.96734619140625,37.72978808394249,1.0
000069.jpg,0.00012414683442329988,0.002623726128755758,0.004438665850708882,-0.002499579294332458,-0.004314519016285582,0.18730637431144714,0.9542570458905121,2.4154730902777777,10.98762035369873,37.721767156838325,1.0
000070.jpg,0.00010174491399084218,0.002646376786287874,0.004560763792445262,-0.002544631872297032,-0.00445901887845442,0.16564466059207916,0.9587429627762373,2.418914794921875,11.017269134521484,37.71006402176435,1.0
000071.jpg,9.216528754526128e-05,0.002637823771995803,0.004519009341796239,-0.0025456584844505414,-0.004426844054250978,0.16281484067440033,0.9614289357361442,2.417265150282118,11.019363403320312,37.7092385513717,1.0
000072.jpg,9.204046000377275e-05,0.0026741012698039412,0.004541456699371338,-0.0025820608098001685,-0.004449416239367565,0.18276244401931763,0.9560237914452038,2.421198527018229,11.043461799621582,37.699751276190824,1.0
000073.jpg,9.525202767690644e-05,0.0026454890612512827,0.004606150245914857,-0.0025502370335743763,-0.0045108982182379504,0.1706608533859253,0.9569826231040489,2.4290568033854165,11.088741302490234,37.68198109254992,1.0
000074.jpg,8.886941213859245e-05,0.0027217560758193335,0.004544226142267386,-0.002632886663680741,-0.004455356730128794,0.167072132229805,0.959665498162774,2.427763197157118,11.120387077331543,37.669604564794774,1.0
000075.jpg,8.01911349602354e-05,0.002615412736001114,0.004359936380448441,-0.0025352216010408784,-0.004279745245488206,0.16882960498332977,0.959754333745572,2.4251827663845487,11.063282012939453,37.691963777811594,1.0
000076.jpg,0.00011228529911022633,0.0026507153330991664,0.004372545673201482,-0.00253843003398894,-0.0042602603740912555,0.16304844617843628,0.9616576379081385,2.4231940375434027,11.02425765991211,37.707310058172084,1.0
000077.jpg,8.430133554308365e-05,0.0026936326369953654,0.004484582847605149,-0.002609331301452282,-0.004400281512062065,0.1831718236207962,0.954672966189281,2.427132500542535,11.097830772399902,37.67842262769764,1.0
000078.jpg,0.00010788303431278716,0.002670047765908142,0.004565188738827904,-0.002562164731595355,-0.004457305704515116,0.18719571828842163,0.9528136793944633,2.427668253580729,11.125686645507812,37.667535369765005,1.0
000079.jpg,9.381150933525835e-05,0.0026754196733236313,0.004654182819649577,-0.002581608163988373,-0.004560371310314319,0.17407561838626862,0.957840952100593,2.4337870279947915,11.13013744354248,37.665798334960485,1.0
000080.jpg,8.768905900069512e-05,0.0026365038744794824,0.004591806481281917,-0.0025488148154787873,-0.0045041174222812215,0.16732235252857208,0.9605153261505053,2.428458319769965,11.125873565673828,37.66746240553608,1.0
000081.jpg,0.00010533832513222781,0.0026611354357252517,0.004429584291453163,-0.0025557971105930237,-0.004324245966320936,0.1677883267402649,0.9593066272064263,2.4300740559895835,11.13051986694336,37.665649117109055,1.0
000082.jpg,0.00011062733634995918,0.0026425484490270414,0.00468665175139904,-0.0025319211126770824,-0.004576024415049081,0.17958222329616547,0.9561751325180516,2.42999267578125,11.152106285095215,37.65723461052785,1.0
000083.jpg,0.00012240866393161318,0.00265161891002208,0.004271259143327673,-0.0025292102460904666,-0.00414885047939606,0.1708499789237976,0.9589885387424277,2.431482950846354,11.135502815246582,37.66370528814713,1.0
000084.jpg,9.602159116184339e-05,0.002684589048537115,0.004632233797262113,-0.0025885674573752717,-0.004536212206100269,0.1657865047454834,0.9594492485937369,2.43682861328125,11.219889640808105,37.63091775661117,1.0
000085.jpg,0.00011027711904413688,0.0026397075271233916,0.004400138355170687,-0.002529430408079255,-0.00428986123612655,0.15712225437164307,0.9614698385726423,2.4375796847873263,11.219087600708008,37.631228217811014,1.0
000086.jpg,0.00010573039374624689,0.0026756987596551576,0.004491237613062064,-0.0025699683659089105,-0.0043855072193158175,0.18230843544006348,0.9547505587652343,2.43595208062066,11.189265251159668,37.64278791573122,1.0
000087.jpg,0.00011617982818279415,0.0026833084411919117,0.004343716039632757,-0.0025671286130091175,-0.004227536211449963,0.16658787429332733,0.9583122469635628,2.441248575846354,11.257631301879883,37.61633339867686,1.0
000088.jpg,7.813790580257773e-05,0.0026814269367605448,0.004629654033730428,-0.002603289030957967,-0.00455151612792785,0.16914880275726318,0.9594571919963085,2.4422166612413196,11.259565353393555,37.61558734852236,1.0
000089.jpg,9.361149326044445e-05,0.0027012990710015097,0.004530200657124321,-0.002607687577741065,-0.004436589163863877,0.17952246963977814,0.9546025367323873,2.434561835394965,11.194331169128418,37.640822100930194,1.0
