frame_id,gt_east,gt_north,gt_alt,gt_yaw,init_east,init_north,init_alt,init_yaw,refined_east,refined_north,refined_alt,refined_yaw,selected_method,init_xy_error_m,refined_xy_error_m,selected_xy_error_m,init_alt_error_m,refined_alt_error_m,selected_alt_error_m,init_yaw_error_deg,refined_yaw_error_deg,selected_yaw_error_deg,init_chamfer,refined_chamfer,gt_chamfer,init_overlap,refined_overlap,gt_overlap,feature_loss_initial,feature_loss_refined,feature_loss_drop,safe_gate_accepted,refine_success,renderer_backend_init,renderer_backend_refined,renderer_backend_gt,elapsed_ms,renderer_fallback_gt,renderer_fallback_init,renderer_fallback_refined
000056.jpg,254503.75705929942,3364601.8779873825,102.354,29.19999999999999,254504.3319063919,3364598.789162376,101.656,26.251218999999992,254506.4523011825,3364596.3692093496,101.51034024264663,-156.69901132035537,init,3.1418607703918777,6.132777855382268,3.1418607703918777,0.6979999999999933,0.8436597573533646,0.6979999999999933,2.9487809999999968,174.10098867964462,2.9487809999999968,0.9869682788848877,1.0538564920425415,,0.8294548818673498,0.816929974380871,,0.005578315040717523,0.008248330559581518,-0.0026700155188639956,False,True,prototype,prototype,,128.40026800000715,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000057.jpg,254504.24491778726,3364602.750905902,103.056,29.19999999999999,254499.69524332203,3364599.9211164443,103.882,32.532083,254503.76641182997,3364602.4701111563,104.33344661444426,-144.14265704008682,init,5.357914343783149,0.5548095532860753,5.357914343783149,0.8260000000000076,1.2774466144442584,0.8260000000000076,3.3320830000000115,173.3426570400868,3.3320830000000115,0.9635525345802307,1.000196933746338,,0.8328133078966605,0.8190311480378697,,0.006085902840519945,0.008859979609648386,-0.002774076769128441,False,True,prototype,prototype,,115.48143999999638,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000058.jpg,254504.73277645436,3364603.623835528,102.969,29.19999999999999,254504.65716325736,3364606.8992046188,102.705,25.37605400000001,254502.20627580283,3364609.054112867,102.54820943344384,-158.44888927496368,init,3.2762417550560237,5.98925016363495,3.2762417550560237,0.2639999999999958,0.42079056655614977,0.2639999999999958,3.823945999999978,172.35111072503634,3.823945999999978,1.0276787281036377,1.0638775825500488,,0.8181283632087238,0.8085421047004739,,0.006733534624800086,0.009423556737601757,-0.002690022112801671,False,True,prototype,prototype,,118.2130320000283,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000059.jpg,254505.22063479756,3364604.4967540847,102.227,29.19999999999999,254505.67038451316,3364605.833701678,101.799,29.804448000000008,254504.04348213464,3364606.14859057,101.89756313711405,-149.59797109679386,init,1.41056856412715,2.028361941429212,1.41056856412715,0.42799999999999727,0.32943686288595586,0.42799999999999727,0.6044480000000192,178.79797109679384,0.6044480000000192,0.8151782751083374,0.8897795677185059,,0.8947106409458618,0.8627255756067206,,0.0015292491783232738,0.0026242515499082706,-0.0010950023715849968,False,True,prototype,prototype,,142.07784799998535,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000060.jpg,254505.70849306977,3364605.3696726593,98.96,29.19999999999999,254507.4261682398,3364602.779450815,97.483,28.757492000000013,254508.23997172998,3364599.6882382003,97.69099507294595,-151.6885848980076,init,3.107998904696465,6.2198940280051875,3.107998904696465,1.4769999999999897,1.2690049270540413,1.4769999999999897,0.44250799999997525,179.1114151019924,0.44250799999997525,0.8975259065628052,0.961970329284668,,0.8587616926503341,0.8331581291759466,,0.002286316710524261,0.004511767105820279,-0.0022254503952960176,False,True,prototype,prototype,,123.53356500000245,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000061.jpg,254506.19636113007,3364606.2426021206,98.721,29.19999999999999,254505.5631732929,3364605.1846127613,99.708,32.651178000000016,254506.2534545498,3364605.04049212,99.98472330253571,-143.90175677366983,init,1.2329916146010917,1.2034650438153942,1.2329916146010917,0.9869999999999948,1.263723302535709,0.9869999999999948,3.451178000000027,173.10175677366982,3.451178000000027,0.9952539801597595,0.9979943633079529,,0.8215537331222316,0.8182626794513724,,0.00614298755923907,0.00904302392154932,-0.0029000363623102503,False,True,prototype,prototype,,127.44467499999246,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000062.jpg,254506.68421925642,3364607.115520729,98.698,29.19999999999999,254505.43428045476,3364609.212182415,99.639,30.62631300000001,254503.93751590615,3364611.036758896,99.76620100997388,-147.9460485157247,init,2.4409705514998064,4.787534653113458,2.4409705514998064,0.9410000000000025,1.0682010099738903,0.9410000000000025,1.4263130000000217,177.1460485157247,1.4263130000000217,0.9097986221313477,0.9798394441604614,,0.8563900103612133,0.829004251670299,,0.003136859624646604,0.005413682355235021,-0.0022768227305884165,False,True,prototype,prototype,,137.86577000001898,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000063.jpg,254507.1720773116,3364607.988439356,98.715,29.19999999999999,254510.31453358376,3364606.820709934,99.455,33.248964,254509.67559157123,3364603.33588424,99.80979743413627,-142.7020963155616,init,3.352405617664904,5.283356201828462,3.352405617664904,0.7399999999999949,1.094797434136268,0.7399999999999949,4.048964000000012,171.90209631556158,4.048964000000012,0.9877394437789917,1.0013400316238403,,0.8247754103338036,0.81738136486221,,0.007056742596129577,0.009636883003016313,-0.002580140406886737,False,True,prototype,prototype,,121.1674340000286,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000064.jpg,254507.65993529343,3364608.861358001,98.707,29.19999999999999,254510.07093405444,3364607.0016813395,99.315,31.724761,254510.295026695,3364603.871087197,99.19293650053442,-145.75066211035806,init,3.044882971593019,5.643271160307505,3.044882971593019,0.6080000000000041,0.4859365005344216,0.6080000000000041,2.5247610000000122,174.95066211035805,2.5247610000000122,0.9645676016807556,0.9840636849403381,,0.8327895887857168,0.8270354569246764,,0.005100677216735979,0.007683524241050084,-0.0025828470243141055,False,True,prototype,prototype,,115.91087199997219,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000065.jpg,254508.14779345438,3364609.734287751,98.712,29.19999999999999,254509.25475385156,3364608.0440785135,100.255,26.700466000000006,254509.52943449456,3364605.909743052,100.438013009727,-155.79422055639415,init,2.020437721659263,4.066457194908963,2.020437721659263,1.5429999999999922,1.726013009726998,1.5429999999999922,2.499533999999983,175.0057794436059,2.499533999999983,0.9911785125732422,1.0499578714370728,,0.8294554234105338,0.8151658767772512,,0.004780674430852135,0.007707326052089532,-0.002926651621237397,False,True,prototype,prototype,,106.7526499999758,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000066.jpg,254508.6356512916,3364610.6072064326,98.912,29.19999999999999,254510.14593470003,3364610.5586843425,97.718,31.63889900000001,254509.01400987452,3364609.010987074,98.00463643763214,-145.92870959523165,init,1.5110626615027245,1.6404485538140061,1.5110626615027245,1.1940000000000026,0.9073635623678626,1.1940000000000026,2.4388990000000206,175.12870959523164,2.4388990000000206,0.9662997722625732,0.9841828942298889,,0.8309044686336293,0.8246025494127757,,0.00487221940420568,0.00763809618850549,-0.0027658767842998104,False,True,prototype,prototype,,177.10483000001886,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000067.jpg,254509.12351866785,3364611.480124913,99.093,29.19999999999999,254510.16717395943,3364607.979734102,99.694,28.336798999999985,254511.98376844128,3364604.790794164,99.75288725458086,-152.52716885252346,init,3.652663712946468,7.275175230793499,3.652663712946468,0.6009999999999991,0.6598872545808518,0.6009999999999991,0.8632010000000037,178.27283114747655,0.8632010000000037,0.90498286485672,0.9916378855705261,,0.8599214180311839,0.8266218642772059,,0.00296865306639423,0.00536376005038619,-0.0023951069839919605,False,True,prototype,prototype,,113.6105319999956,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000068.jpg,254509.61137661187,3364612.3530547153,99.234,29.19999999999999,254503.9030082926,3364610.2863399507,99.498,30.471406,254508.38731009464,3364613.9797213394,99.57428420335054,-148.2583375799401,refined,6.070978404380088,2.035775809011784,2.035775809011784,0.26400000000001,0.3402842033505493,0.3402842033505493,1.2714060000000131,177.4583375799401,177.4583375799401,0.9850740432739258,0.9725664258003235,,0.8258339729059203,0.8310457458011316,,0.004238460096530616,0.004824606973367433,-0.0005861468768368168,True,True,prototype,prototype,,112.67145599998685,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000069.jpg,254510.09923423218,3364613.225973449,99.111,29.19999999999999,254510.59593040636,3364613.3614717303,99.581,28.778048000000013,254509.83416216495,3364612.8551708697,99.8771201223135,-151.64379200673034,init,0.5148464563544212,0.4558045126536352,0.5148464563544212,0.46999999999999886,0.7661201223134952,0.46999999999999886,0.4219519999999761,179.15620799326967,0.4219519999999761,0.7119081020355225,0.8397954106330872,,0.9386076744895944,0.8839848449480168,,0.0008123324660118669,0.001742205194508036,-0.000929872728496169,False,True,prototype,prototype,,108.72550599998476,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000070.jpg,254510.58709177902,3364614.0988922003,98.932,29.19999999999999,254514.11795562058,3364614.5448238812,99.226,30.281598000000002,254511.84943046456,3364611.3913441915,99.47710661031306,-148.64319257099322,init,3.5589119870711006,2.987359231292197,3.5589119870711006,0.29399999999999693,0.5451066103130557,0.29399999999999693,1.0815980000000138,177.8431925709932,1.0815980000000138,0.9426968693733215,0.9602329730987549,,0.8366894777279468,0.835367269998392,,0.00322723132558167,0.004410698350208501,-0.0011834670246268315,False,True,prototype,prototype,,142.09289799998714,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000071.jpg,254511.07494950615,3364614.9718220565,98.872,29.19999999999999,254507.9034518324,3364612.8441378423,100.401,29.87061700000001,254511.18475396294,3364614.21637991,100.75454238150269,-149.4578191259379,refined,3.8190885836541297,0.7633805444914387,0.7633805444914387,1.5289999999999964,1.882542381502688,1.882542381502688,0.6706170000000213,178.6578191259379,178.6578191259379,0.9533565640449524,0.9034301042556763,,0.8352382658545324,0.8585990684342529,,0.0028620795346796513,0.0027113176765851676,0.00015076185809448361,True,True,prototype,prototype,,120.80318099998522,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000072.jpg,254511.56281652206,3364615.844740627,98.944,29.19999999999999,254510.71496848,3364616.8691949225,98.462,29.75713300000001,254509.99753377508,3364617.7423705976,98.85401721857488,-149.6877974940978,init,1.3297943097600868,2.4599003198539835,1.3297943097600868,0.4819999999999993,0.08998278142512106,0.4819999999999993,0.5571330000000216,178.88779749409778,0.5571330000000216,0.7736610770225525,0.8863337635993958,,0.9147872816838334,0.8650783699059561,,0.0013461560107922803,0.002609129665264239,-0.0012629736544719587,False,True,prototype,prototype,,116.11077300000261,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
000073.jpg,254512.05067385323,3364616.717659431,106.201,29.19999999999999,254510.0530599298,3364617.545716725,104.624,31.86184,254509.64645651382,3364619.6653716434,104.59642539080232,-145.47667973806156,init,2.162438500588091,3.8038491428918864,2.162438500588091,1.5769999999999982,1.6045746091976696,1.5769999999999982,2.661840000000012,174.67667973806155,2.661840000000012,0.9718809127807617,1.013108730316162,,0.8323553615513972,0.8184550431142438,,0.00496860903998216,0.007957452752937874,-0.002988843712955714,False,True,prototype,prototype,,123.35376499999029,,RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast',RuntimeError: ModuleNotFoundError: No module named 'nvdiffrast'
