frame_index,frame_id,init_source,selected_method,refine_success,elapsed_ms,gt_east,gt_north,gt_alt,gt_yaw,init_east,init_north,init_alt,init_yaw,raw_refined_east,raw_refined_north,raw_refined_alt,raw_refined_yaw,selected_east,selected_north,selected_alt,selected_yaw,raw_delta_east_m,raw_delta_north_m,raw_delta_alt_m,applied_delta_east_m,applied_delta_north_m,applied_delta_alt_m,init_xy_error_m,raw_refined_xy_error_m,selected_xy_error_m,init_alt_error_m,raw_refined_alt_error_m,selected_alt_error_m,init_yaw_error_deg,raw_refined_yaw_error_deg,selected_yaw_error_deg,init_chamfer,raw_refined_chamfer,selected_chamfer,init_overlap,raw_refined_overlap,selected_overlap,feature_loss_initial,feature_loss_refined,feature_loss_drop,failure_reason,renderer_backend_init,renderer_backend_raw_refined,renderer_backend_selected
12,000012.jpg,previous_frame_refine_only:000011.jpg,swap_xy_freeze_alt_refine_only,True,134.1101090000052,254794.4957782856,3363813.1281852094,88.843,29.19999999999999,254711.65375327907,3363881.1777117075,88.805,19.3598400667737,254712.10870071713,3363871.8325919644,98.9873130666092,-161.52109932671848,254702.30863353648,3363881.6326591456,88.805,18.478900673281515,0.4549474380619358,-9.345119743142277,10.182313066609197,-9.345119743142277,0.4549474380619358,0.0,107.20792491141485,101.16243335713148,114.85352674725756,0.0379999999999967,10.1443130666092,0.0379999999999967,9.840159933226289,169.27890067328156,10.721099326718473,1.8279225826263428,1.7310312986373901,1.774334192276001,0.655067545232166,0.6656896665711705,0.6594089516715517,0.012519734756400188,0.012405144050717354,0.00011459070568283457,,gpu_mesh,gpu_mesh,gpu_mesh
13,000013.jpg,previous_frame_refine_only:000012.jpg,swap_xy_freeze_alt_refine_only,True,142.35227800003258,254794.98363073997,3363814.001105759,88.98,29.19999999999999,254702.30863353648,3363881.6326591456,88.805,18.478900673281515,254711.61083041114,3363872.425079103,100.96951654087752,-162.41124808277277,254693.1010534944,3363890.93485602,88.805,17.588751917227228,9.302196874661604,-9.207580042537302,12.164516540877514,-9.207580042537302,9.302196874661604,0.0,114.7287327576606,101.80562114147729,127.66699446385056,0.17499999999999716,11.989516540877517,0.17499999999999716,10.721099326718473,168.38875191722724,11.61124808277276,1.7887232303619385,1.830509066581726,1.7449395656585693,0.6603397260273972,0.6525369863013699,0.664613698630137,0.012551448307931423,0.012283049213389555,0.00026839909454186815,,gpu_mesh,gpu_mesh,gpu_mesh
14,000014.jpg,previous_frame_refine_only:000013.jpg,swap_xy_freeze_alt_refine_only,True,131.28424199999245,254795.471492734,3363814.87402611,88.941,29.19999999999999,254693.1010534944,3363890.93485602,88.805,17.588751917227228,254690.98589153445,3363883.3182211346,88.43430634960532,-171.33255175384443,254685.48441860868,3363888.8196940594,88.805,8.667448246155573,-2.115161959955003,-7.616634885314852,-0.37069365039468494,-7.616634885314852,-2.115161959955003,0.0,127.5341392596695,124.90736043407539,132.53346099437786,0.13599999999999568,0.5066936503946806,0.13599999999999568,11.61124808277276,159.46744824615558,20.532551753844416,1.7505663633346558,1.7888271808624268,1.6998440027236938,0.664388063625608,0.6618684544936682,0.6796590859296262,0.013095108016083637,0.01322320910791556,-0.00012810109183192253,,gpu_mesh,gpu_mesh,gpu_mesh
15,000015.jpg,previous_frame_refine_only:000014.jpg,swap_xy_freeze_alt_refine_only,True,129.04176200004258,254795.95935465567,3363815.7469464773,88.798,29.19999999999999,254685.48441860868,3363888.8196940594,88.805,8.667448246155573,254689.8684960469,3363881.1169168907,100.69486373197287,-164.46698313500661,254677.7816414396,3363893.2037714976,88.805,15.533016864993385,4.384077438211534,-7.70277716871351,11.889863731972866,-7.70277716871351,4.384077438211534,0.0,132.4550411792006,124.61341545834746,141.2994396422028,0.007000000000005002,11.896863731972871,0.007000000000005002,20.532551753844416,166.3330168649934,13.666983135006603,1.6830055713653564,1.6929442882537842,1.6286725997924805,0.6841954718475654,0.6832053510528284,0.6886840194503729,0.013449302564064661,0.012815103866159916,0.0006341986979047452,,gpu_mesh,gpu_mesh,gpu_mesh
16,000016.jpg,previous_frame_refine_only:000015.jpg,swap_xy_freeze_alt_refine_only,True,130.46619700003248,254796.44721650638,3363816.6198668643,88.813,29.19999999999999,254677.7816414396,3363893.2037714976,88.805,15.533016864993385,254680.61731442725,3363885.411572432,94.78499238472432,-161.15678372459624,254669.98944237386,3363896.039444485,88.805,18.843216275403762,2.8356729876541067,-7.792199065443128,5.979992384724312,-7.792199065443128,2.8356729876541067,0.0,141.23247910736742,134.7177232979966,149.32862400771378,0.007999999999995566,5.971992384724317,0.007999999999995566,13.666983135006603,169.6432162754038,10.356783724596227,1.6622118949890137,1.7598590850830078,1.7855792045593262,0.6815666988671292,0.6692061122332484,0.6613462720646351,0.013330274571975073,0.012850880778084198,0.00047939379389087475,,gpu_mesh,gpu_mesh,gpu_mesh
17,000017.jpg,previous_frame_refine_only:000016.jpg,swap_xy_freeze_alt_refine_only,True,152.58356999999023,254796.93506867034,3363817.492787484,88.871,29.19999999999999,254669.98944237386,3363896.039444485,88.805,18.843216275403762,254664.72412589978,3363890.448813521,95.07667452469468,-169.64432750624545,254664.39881140928,3363890.774128011,88.805,10.355672493754554,-5.265316474076826,-5.590630964376032,6.271674524694674,-5.590630964376032,-5.265316474076826,0.0,149.28084057192234,151.00435465030773,151.44640754467267,0.06599999999998829,6.205674524694686,0.06599999999998829,10.356783724596227,161.15567249375454,18.844327506245435,1.7384107112884521,1.6482276916503906,1.6408494710922241,0.6703529100762216,0.6838348680442349,0.6891219103846323,0.013180710220088562,0.013474293829252323,-0.00029358360916376114,,gpu_mesh,gpu_mesh,gpu_mesh
18,000018.jpg,previous_frame_refine_only:000017.jpg,swap_xy_freeze_alt_refine_only,True,144.56328299991128,254797.42293037643,3363818.365707906,88.877,29.19999999999999,254664.39881140928,3363890.774128011,88.805,10.355672493754554,254658.32627487156,3363887.9692355776,94.83519288338721,-170.03387243573007,254661.59391897693,3363884.701591473,88.805,9.966127564269925,-6.072536537714768,-2.8048924333415926,6.030192883387201,-2.8048924333415926,-6.072536537714768,0.0,151.45426877143035,155.53948256625512,151.1620646405551,0.07199999999998852,5.958192883387213,0.07199999999998852,18.844327506245435,160.76612756426994,19.233872435730063,1.6411857604980469,1.6642040014266968,1.6440820693969727,0.6878837900297128,0.6778254649499285,0.6860129855838011,0.01353931287303567,0.013618111610412598,-7.879873737692833e-05,,gpu_mesh,gpu_mesh,gpu_mesh
19,000019.jpg,previous_frame_refine_only:000018.jpg,swap_xy_freeze_alt_refine_only,True,127.96370299997761,254797.91079225895,3363819.238639433,88.825,29.19999999999999,254661.59391897693,3363884.701591473,88.805,9.966127564269925,254664.85327487788,3363872.0457567153,101.66724393423647,-169.9447202114193,254648.93808421877,3363887.9609473734,88.805,10.055279788580691,3.259355900954688,-12.655834757722914,12.86224393423646,-12.655834757722914,3.259355900954688,0.0,151.22066006731785,143.15339523493978,164.05981637649873,0.01999999999999602,12.842243934236464,0.01999999999999602,19.233872435730063,160.85527978858067,19.144720211419298,1.6626811027526855,1.6851439476013184,1.6462324857711792,0.6802976411285924,0.679315687258603,0.6851637680843171,0.013500582737227282,0.013059020973742008,0.0004415617634852733,,gpu_mesh,gpu_mesh,gpu_mesh
20,000020.jpg,previous_frame_refine_only:000019.jpg,swap_xy_freeze_alt_refine_only,True,132.27164900001753,254798.39865382045,3363820.11155989,88.833,29.19999999999999,254648.93808421877,3363887.9609473734,88.805,10.055279788580691,254637.86290275364,3363885.7798930663,92.99112745095044,-171.41554235582578,254646.75702991107,3363876.885765908,88.805,8.584457644174222,-11.0751814651303,-2.1810543071478605,4.186127450950437,-2.1810543071478605,-11.0751814651303,0.0,164.1401877892949,173.44756369781274,161.92125422811014,0.027999999999991587,4.158127450950445,0.027999999999991587,19.144720211419298,159.38445764417423,20.615542355825767,1.632308840751648,1.6327792406082153,1.682582139968872,0.6849939712813767,0.6860901019401513,0.6805436808067522,0.013535170505444208,0.013319783378392458,0.00021538712705175024,,gpu_mesh,gpu_mesh,gpu_mesh
21,000021.jpg,previous_frame_refine_only:000020.jpg,swap_xy_freeze_alt_refine_only,True,150.38279899999907,254798.88651530858,3363820.9844803642,88.975,29.19999999999999,254646.75702991107,3363876.885765908,88.805,8.584457644174222,254652.8614599415,3363866.8839573245,101.29648565035313,-173.14870795495764,254636.7552213278,3363882.9901959384,88.805,6.8512920450423564,6.10443003042019,-10.001808583270758,12.491485650353127,-10.001808583270758,6.10443003042019,0.0,162.07508769930035,153.0688694026044,173.5835973003901,0.1699999999999875,12.32148565035314,0.1699999999999875,20.615542355825767,157.6512920450424,22.348707954957632,1.6847349405288696,1.735343098640442,1.7058769464492798,0.6815038893690579,0.6687554019014693,0.680942091616249,0.01328272745013237,0.012994030490517616,0.0002886969596147537,,gpu_mesh,gpu_mesh,gpu_mesh
22,000022.jpg,previous_frame_refine_only:000021.jpg,swap_xy_freeze_alt_refine_only,True,149.0440469999612,254799.37436711232,3363821.8574010744,89.037,29.19999999999999,254636.7552213278,3363882.9901959384,88.805,6.8512920450423564,254641.7332281125,3363873.4122869265,95.4577963668853,-173.21651684928378,254627.1773123161,3363887.9682027237,88.805,6.783483150716222,4.978006784716854,-9.577909011859447,6.652796366885298,-9.577909011859447,4.978006784716854,0.0,173.73026559461192,165.8572728594853,184.45179255079097,0.23199999999999932,6.420796366885298,0.23199999999999932,22.348707954957632,157.58348315071623,22.416516849283767,1.70163094997406,1.703067660331726,1.6901847124099731,0.679506268746898,0.6770030858203319,0.6854836969422325,0.01331573398783803,0.01336438146730264,-4.8647479464610996e-05,,gpu_mesh,gpu_mesh,gpu_mesh
23,000023.jpg,previous_frame_refine_only:000022.jpg,swap_xy_freeze_alt_refine_only,True,138.8469089999944,254799.86222845587,3363822.7303215843,89.012,29.19999999999999,254627.1773123161,3363887.9682027237,88.805,6.783483150716222,254632.4974743826,3363880.349742574,100.61023369338363,-169.78331810395946,254619.55885216675,3363893.2883647904,88.805,10.21668189604054,5.320162066491321,-7.618460149504244,11.805233693383627,-7.618460149504244,5.320162066491321,0.0,184.59702434695666,177.00553262882292,193.61752235355428,0.20699999999999363,11.598233693383634,0.20699999999999363,22.416516849283767,161.01668189604055,18.983318103959448,1.6711500883102417,1.7279698848724365,1.6150935888290405,0.6884596981164905,0.6727565357344817,0.6972030101352821,0.013426896495123705,0.013360957925518354,6.59385696053505e-05,,gpu_mesh,gpu_mesh,gpu_mesh
24,000024.jpg,previous_frame_refine_only:000023.jpg,swap_xy_freeze_alt_refine_only,True,132.98781299999973,254800.350089727,3363823.603242111,88.902,29.19999999999999,254619.55885216675,3363893.2883647904,88.805,10.21668189604054,254622.48025701122,3363885.738451729,98.34378483518958,-175.76174812871093,254612.00893910587,3363896.2097696345,88.805,4.238251871289066,2.9214048444700893,-7.549913061317056,9.538784835189574,-7.549913061317056,2.9214048444700893,0.0,193.75625899933115,188.41035445173384,201.8516704323394,0.0969999999999942,9.44178483518958,0.0969999999999942,18.983318103959448,155.03825187128905,24.961748128710923,1.6143757104873657,1.6623927354812622,1.7101454734802246,0.6943779122936898,0.6848408309018856,0.6847101859513129,0.013735049404203892,0.013312672730535269,0.00042237667366862297,,gpu_mesh,gpu_mesh,gpu_mesh
25,000025.jpg,previous_frame_refine_only:000024.jpg,swap_xy_freeze_alt_refine_only,True,122.1344279999812,254800.83795092715,3363824.4761626585,88.922,29.19999999999999,254612.00893910587,3363896.2097696345,88.805,4.238251871289066,254615.26534606423,3363891.443452759,95.60863776970655,-176.9222842636041,254607.24262223075,3363899.4661765923,88.805,3.077715736395902,3.256406958360458,-4.76631687534973,6.80363776970654,-4.76631687534973,3.256406958360458,0.0,201.99531201289133,197.28611106469464,207.61178551047325,0.11699999999999022,6.68663776970655,0.11699999999999022,24.961748128710923,153.87771573639588,26.122284263604087,1.6730766296386719,1.6653540134429932,1.6753039360046387,0.689170761271889,0.6827204052035758,0.6817463581462803,0.013745244902869066,0.013602648240824541,0.00014259666204452515,,gpu_mesh,gpu_mesh,gpu_mesh
26,000026.jpg,previous_frame_refine_only:000025.jpg,swap_xy_freeze_alt_refine_only,True,121.67925899996135,254801.3258123037,3363825.349094307,89.106,29.19999999999999,254607.24262223075,3363899.4661765923,88.805,3.077715736395902,254616.39889099056,3363888.332484273,100.26084359921515,-174.10404699964002,254596.10892991064,3363908.622445352,88.805,5.895953000359981,9.156268759805243,-11.133692319504917,11.455843599215143,-11.133692319504917,9.156268759805243,0.0,207.75376423873527,195.3583211381805,221.46877841665506,0.3009999999999877,11.154843599215155,0.3009999999999877,26.122284263604087,156.69595300035996,23.304046999640008,1.6796668767929077,1.6362396478652954,1.7036713361740112,0.6801640405784589,0.6872868551694367,0.6884092380746817,0.013941677597661814,0.013363701912264029,0.0005779756853977851,,gpu_mesh,gpu_mesh,gpu_mesh
27,000027.jpg,previous_frame_refine_only:000026.jpg,swap_xy_freeze_alt_refine_only,True,124.34890200006521,254801.81367335806,3363826.2220148887,89.275,29.19999999999999,254596.10892991064,3363908.622445352,88.805,5.895953000359981,254603.01874132294,3363900.3524951255,100.84760604705662,-174.122374464997,254587.838979684,3363915.532256764,88.805,5.8776255350030056,6.909811412304407,-8.269950226414949,12.042606047056609,-8.269950226414949,6.909811412304407,0.0,221.59483842657423,212.16680490357504,231.86523852601505,0.46999999999999886,11.57260604705661,0.46999999999999886,23.304046999640008,156.67762553500302,23.322374464996983,1.6980839967727661,1.6559925079345703,1.7082687616348267,0.6836951056899906,0.6875423525039893,0.68389183990207,0.013804397700975338,0.013902425145109495,-9.802744413415707e-05,,gpu_mesh,gpu_mesh,gpu_mesh
28,000028.jpg,previous_frame_refine_only:000027.jpg,swap_xy_freeze_alt_refine_only,True,124.25139399999807,254802.30152472804,3363827.094935705,89.046,29.19999999999999,254587.838979684,3363915.532256764,88.805,5.8776255350030056,254594.69824025128,3363905.8409801307,101.94869459886104,-176.89161282461828,254578.1477030505,3363922.3915173314,88.805,3.108387175381722,6.859260567289311,-9.691276633180678,13.143694598861032,-9.691276633180678,6.859260567289311,0.0,231.98134188519037,222.03617551706034,243.5700602338668,0.24099999999999966,12.902694598861032,0.24099999999999966,23.322374464996983,153.90838717538173,26.091612824618267,1.710062026977539,1.674782156944275,1.6791975498199463,0.6837275204359673,0.6853623978201635,0.6933623978201635,0.013720069080591202,0.01399072523539265,-0.00027065615480144876,,gpu_mesh,gpu_mesh,gpu_mesh
29,000029.jpg,previous_frame_refine_only:000028.jpg,swap_xy_freeze_alt_refine_only,True,134.60640000005242,254802.7893856379,3363827.967856321,89.03,29.19999999999999,254578.1477030505,3363922.3915173314,88.805,3.108387175381722,254582.3427038491,3363915.120951575,99.5243030488491,-175.22415649252207,254570.87713729404,3363926.58651813,88.805,4.77584350747793,4.195000798616093,-7.270565756130964,10.719303048849099,-7.270565756130964,4.195000798616093,0.0,243.67952994517626,237.049365162792,252.0097843117672,0.22499999999999432,10.494303048849105,0.22499999999999432,26.091612824618267,155.57584350747794,24.42415649252206,1.6646991968154907,1.6672523021697998,1.6560468673706055,0.6934132773436654,0.6869629212753523,0.6985216130219268,0.013633054370681444,0.013666551870604357,-3.349749992291248e-05,,gpu_mesh,gpu_mesh,gpu_mesh
30,000030.jpg,previous_frame_refine_only:000029.jpg,swap_xy_freeze_alt_refine_only,True,139.73539500000243,254803.27724647656,3363828.8407769557,88.973,29.19999999999999,254570.87713729404,3363926.58651813,88.805,4.77584350747793,254565.93908235364,3363925.977483739,91.71860432997346,-176.75484019433597,254570.268102904,3363921.648463189,88.805,3.2451598056640307,-4.938054940401344,-0.6090343906544149,2.9136043299734524,-0.6090343906544149,-4.938054940401344,0.0,252.11910016045837,256.4467663160714,250.81173738966328,0.16799999999999216,2.7456043299734603,0.16799999999999216,24.42415649252206,154.04515980566407,25.954840194335958,1.6637176275253296,1.6559489965438843,1.6424050331115723,0.7006204419288125,0.698987700010885,0.7004462827909002,0.013737304136157036,0.013718008529394865,1.929560676217079e-05,,gpu_mesh,gpu_mesh,gpu_mesh
31,000031.jpg,previous_frame_refine_only:000030.jpg,swap_xy_freeze_alt_refine_only,True,258.6168699999689,254803.7651072406,3363829.7136976086,88.903,29.19999999999999,254570.268102904,3363921.648463189,88.805,3.2451598056640307,254568.1493128161,3363909.477989675,99.99317341297865,-171.38011977461198,254558.0976293907,3363919.529673101,88.805,8.619880225388016,-2.1187900879012886,-12.170473514124751,11.188173412978642,-12.170473514124751,-2.1187900879012886,0.0,250.9439223342878,248.7511705925147,261.5710594212868,0.09799999999999898,11.090173412978643,0.09799999999999898,25.954840194335958,159.41988022538806,20.580119774611973,1.6381357908248901,1.5895525217056274,1.5929988622665405,0.7044838282826091,0.6999501073776003,0.7022495064968871,0.013707007902363936,0.013502253840366999,0.0002047540619969368,,gpu_mesh,gpu_mesh,gpu_mesh
