alt,alt_error_m,east,frame_id,init_xy_error_m,method,north,strategy,xy_error_m,yaw,yaw_error_deg
109.498,0.25200000000000955,254492.35753232913,000036.jpg,1.6656449694115103,init,3364584.1418327345,init_only,1.6656449694115103,28.52221800000001,0.6777819999999792
108.96,0.22499999999999432,254488.71667938455,000037.jpg,5.775116681156617,init,3364585.0756172,init_only,5.775116681156617,31.36895100000001,2.168951000000021
107.571,0.7240000000000038,254496.70917623877,000038.jpg,2.5947833683667025,init,3364584.234702948,init_only,2.5947833683667025,33.221194999999994,4.021195000000006
110.412,2.129000000000005,254497.73336219703,000039.jpg,5.944751136847968,init,3364592.5326271076,init_only,5.944751136847968,27.56383299999999,1.6361670000000004
108.831,0.5600000000000023,254497.10711519374,000040.jpg,1.7958689281700833,init,3364589.285735573,init_only,1.7958689281700833,30.283804000000003,1.0838040000000149
106.758,1.5020000000000095,254497.0453270637,000041.jpg,0.800201518323074,init,3364589.3065422764,init_only,0.800201518323074,28.86919800000001,0.33080199999997717
107.778,0.4679999999999893,254494.68416327782,000042.jpg,2.274533575383041,init,3364590.035344064,init_only,2.274533575383041,30.43704199999999,1.2370420000000024
108.511,0.3160000000000025,254499.87211059433,000043.jpg,2.6259461782954245,init,3364591.456081738,init_only,2.6259461782954245,29.38589300000001,0.1858930000000214
107.635,0.4959999999999951,254496.55934769177,000044.jpg,1.4311733807480536,init,3364590.9094133656,init_only,1.4311733807480536,29.975974000000008,0.7759740000000193
106.657,1.328000000000003,254498.43294668294,000045.jpg,1.744391845490635,init,3364594.019718475,init_only,1.744391845490635,30.975558000000007,1.775558000000018
107.766,0.19699999999998852,254496.59037741576,000046.jpg,3.1761427591638522,init,3364590.9459172846,init_only,3.1761427591638522,28.073230999999993,1.126768999999996
106.994,1.0690000000000026,254500.23969541822,000047.jpg,1.9312640072184801,init,3364592.2991917715,init_only,1.9312640072184801,27.50839400000001,1.6916059999999788
106.96,1.1670000000000016,254503.79012815637,000048.jpg,3.9381888648368575,init,3364595.027389651,init_only,3.9381888648368575,29.216755000000006,0.016755000000017617
106.899,1.524000000000001,254495.6741981027,000049.jpg,7.114187152486687,init,3364601.1362355524,init_only,7.114187152486687,30.157505000000015,0.957505000000026
109.286,0.29999999999999716,254502.4607754522,000050.jpg,4.645694277476121,init,3364592.2904305407,init_only,4.645694277476121,31.194344,1.9943440000000123
110.419,0.9489999999999981,254502.72048852473,000051.jpg,1.6064949981140477,init,3364598.2964227013,init_only,1.6064949981140477,29.52180899999999,0.3218090000000018
110.535,0.6319999999999908,254502.8148914028,000052.jpg,1.078483091317743,init,3364598.006163149,init_only,1.078483091317743,27.31723199999999,1.8827679999999987
104.01,1.090999999999994,254504.66876680404,000053.jpg,2.8177880654662877,init,3364597.743319407,init_only,2.8177880654662877,29.930498,0.7304980000000114
99.962,0.5159999999999911,254507.86020275837,000054.jpg,5.841082436323703,init,3364603.0171724036,init_only,5.841082436323703,30.596118999999987,1.3961189999999988
99.04,0.08900000000001285,254501.906576115,000055.jpg,1.4125083062805972,init,3364600.63300189,init_only,1.4125083062805972,24.565563999999995,4.634435999999994
101.656,0.6979999999999933,254504.3319063919,000056.jpg,3.1418607703918777,init,3364598.789162376,init_only,3.1418607703918777,26.251218999999992,2.9487809999999968
103.882,0.8260000000000076,254499.69524332203,000057.jpg,5.357914343783149,init,3364599.9211164443,init_only,5.357914343783149,32.532083,3.3320830000000115
102.705,0.2639999999999958,254504.65716325736,000058.jpg,3.2762417550560237,init,3364606.8992046188,init_only,3.2762417550560237,25.37605400000001,3.823945999999978
101.799,0.42799999999999727,254505.67038451316,000059.jpg,1.41056856412715,init,3364605.833701678,init_only,1.41056856412715,29.804448000000008,0.6044480000000192
97.483,1.4769999999999897,254507.4261682398,000060.jpg,3.107998904696465,init,3364602.779450815,init_only,3.107998904696465,28.757492000000013,0.44250799999997525
99.708,0.9869999999999948,254505.5631732929,000061.jpg,1.2329916146010917,init,3364605.1846127613,init_only,1.2329916146010917,32.651178000000016,3.451178000000027
99.639,0.9410000000000025,254505.43428045476,000062.jpg,2.4409705514998064,init,3364609.212182415,init_only,2.4409705514998064,30.62631300000001,1.4263130000000217
99.455,0.7399999999999949,254510.31453358376,000063.jpg,3.352405617664904,init,3364606.820709934,init_only,3.352405617664904,33.248964,4.048964000000012
99.315,0.6080000000000041,254510.07093405444,000064.jpg,3.044882971593019,init,3364607.0016813395,init_only,3.044882971593019,31.724761,2.5247610000000122
100.255,1.5429999999999922,254509.25475385156,000065.jpg,2.020437721659263,init,3364608.0440785135,init_only,2.020437721659263,26.700466000000006,2.499533999999983
97.718,1.1940000000000026,254510.14593470003,000066.jpg,1.5110626615027245,init,3364610.5586843425,init_only,1.5110626615027245,31.63889900000001,2.4388990000000206
99.694,0.6009999999999991,254510.16717395943,000067.jpg,3.652663712946468,init,3364607.979734102,init_only,3.652663712946468,28.336798999999985,0.8632010000000037
