frame_index,frame_id,init_source,selected_method,yaw_policy,yaw_pred,yaw_obs_corrected,yaw_obs_delta_deg,accepted_yaw_delta_deg,yaw_obs_trusted,selected_yaw_source,refine_success,elapsed_ms,gt_east,gt_north,gt_alt,gt_yaw,init_east,init_north,init_alt,init_yaw,raw_refined_east,raw_refined_north,raw_refined_alt,raw_refined_yaw,selected_east,selected_north,selected_alt,selected_yaw,raw_delta_east_m,raw_delta_north_m,raw_delta_alt_m,applied_delta_east_m,applied_delta_north_m,applied_delta_alt_m,init_xy_error_m,raw_refined_xy_error_m,selected_xy_error_m,init_alt_error_m,raw_refined_alt_error_m,selected_alt_error_m,init_yaw_error_deg,raw_refined_yaw_error_deg,selected_yaw_error_deg,init_chamfer,raw_refined_chamfer,selected_chamfer,init_overlap,raw_refined_overlap,selected_overlap,feature_loss_initial,feature_loss_refined,feature_loss_drop,failure_reason,renderer_backend_init,renderer_backend_raw_refined,renderer_backend_selected,selected_yaw_score
0,000000.jpg,gt_first_pose,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.19999999999999,29.199270744498136,-0.0007292555018523217,0.0,True,prediction,True,1492.6115020000168,254788.64145618468,3363802.653119775,88.805,29.19999999999999,254788.64145618468,3363802.653119775,88.805,29.19999999999999,254788.63553369953,3363802.626672204,88.81748256646097,-150.80072925550186,254788.61500861484,3363802.6471972894,88.805,29.19999999999999,-0.005922485142946243,-0.026447570882737637,0.012482566460960243,-0.026447570882737637,-0.005922485142946243,0.0,0.0,0.02710257987472504,0.027102578954065447,0.0,0.012482566460960243,0.0,0.0,179.99927074449818,0.0,0.1753319352865219,0.3299943804740906,0.2589361369609833,0.9576363434410752,0.926668888148395,0.9389981117405309,6.58418199842951e-05,8.72246382641606e-05,-2.1382818279865504e-05,,prototype,prototype,prototype,1.81097665498026
1,000001.jpg,previous_frame_refine_only:000000.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.19999999999999,29.199218081502295,-0.0007819184976938232,0.0,True,prediction,True,136.98977499998932,254789.12931911834,3363803.5260398947,88.854,29.19999999999999,254788.61500861484,3363802.6471972894,88.805,29.19999999999999,254789.80521973714,3363802.397130349,88.84001935273409,-150.8007819184977,254788.36494167484,3363803.837408411,88.805,29.19999999999999,1.1902111223025713,-0.25006694020703435,0.035019352734082076,-0.25006694020703435,1.1902111223025713,0.0,1.0182728607091733,1.3157805320005118,0.8253624833958978,0.04899999999999238,0.013980647265910306,0.04899999999999238,0.0,179.9992180815023,0.0,0.967678964138031,1.0007845163345337,0.9455859065055847,0.8510871510379384,0.8385379384395133,0.8547780959198282,0.000818236575772365,0.0010939065735631932,-0.00027566999779082824,,prototype,prototype,prototype,1.3757198223095504
2,000002.jpg,previous_frame_refine_only:000001.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.19999999999999,29.185043272768013,-0.01495672723197572,-0.01495672723197572,True,clamped_raw_observation,True,126.18459699999107,254789.61718198095,3363804.398960034,88.934,29.19999999999999,254788.36494167484,3363803.837408411,88.805,29.19999999999999,254789.81304075668,3363804.998042981,88.98877112939954,-150.814956727232,254789.52557624507,3363805.2855074927,88.805,29.185043272768013,1.4480990818410646,1.1606345702894032,0.18377112939953122,1.1606345702894032,1.4480990818410646,0.0,1.372386975166556,0.630286472729663,0.8912676408317695,0.12899999999999068,0.05477112939954054,0.12899999999999068,0.0,179.98504327276805,0.01495672723197572,0.9961941838264465,0.9079256057739258,0.9115737080574036,0.8424140633747621,0.852379352816034,0.8641585488747061,0.0010602556867524981,0.0007326203340198845,0.0003276353527326137,,prototype,prototype,prototype,1.2282165216953322
3,000003.jpg,previous_frame_refine_only:000002.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.185043272768013,29.157762814351315,-0.027280458416697684,0.0,True,prediction,True,138.63124399998128,254790.10503515808,3363805.2718804055,88.865,29.19999999999999,254789.52557624507,3363805.2855074927,88.805,29.185043272768013,254789.77635504247,3363806.1767702936,89.09312492888421,-150.84223718564868,254790.41683904742,3363805.5362862893,88.805,29.185043272768013,0.2507787974027451,0.8912628008984029,0.2881249288842014,0.8912628008984029,0.2507787974027451,0.0,0.5796191244016751,0.9627337783807082,0.40881797517247037,0.05999999999998806,0.22812492888421332,0.05999999999998806,0.01495672723197572,179.95776281435133,0.01495672723197572,0.8823215365409851,0.9124191999435425,0.8257900476455688,0.8612653841027236,0.8734615897276403,0.8582885324565691,0.0006974177182807276,0.0007507362558195988,-5.331853753887117e-05,,prototype,prototype,prototype,1.2920233738493818
4,000004.jpg,previous_frame_refine_only:000003.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.185043272768013,29.153123267821,-0.031920004947011194,0.0,True,prediction,True,118.32939899997541,254790.59289787602,3363806.144800578,88.799,29.19999999999999,254790.41683904742,3363805.5362862893,88.805,29.185043272768013,254790.98302462386,3363805.40009436,89.20184276346117,-150.846876732179,254790.28064711808,3363806.1024718652,88.805,29.185043272768013,0.5661855764337815,-0.13619192922487855,0.39684276346116576,-0.13619192922487855,0.5661855764337815,0.0,0.6334716650043016,0.8407057927754847,0.31510673705599807,0.006000000000000227,0.402842763461166,0.006000000000000227,0.01495672723197572,179.953123267821,0.01495672723197572,0.9156039357185364,0.8926809430122375,0.7913013696670532,0.8508068991542542,0.8827720926102688,0.8578436813247797,0.0007479853132584443,0.0006854222544158498,6.25630588425945e-05,,prototype,prototype,prototype,1.1846346940939418
5,000005.jpg,previous_frame_refine_only:000004.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.185043272768013,29.18220783794618,-0.002835434821832905,0.0,True,prediction,True,126.70833900000389,254791.0807605194,3363807.017720768,88.816,29.19999999999999,254790.28064711808,3363806.1024718652,88.805,29.185043272768013,254791.6361289669,3363806.33260654,89.22191394586116,-150.81779216205382,254790.5107817933,3363807.4579537134,88.805,29.185043272768013,1.3554818488191813,0.2301346748135984,0.41691394586115393,0.2301346748135984,1.3554818488191813,0.0,1.2156734797528461,0.8819385568829581,0.7201949695669702,0.01099999999999568,0.40591394586115825,0.01099999999999568,0.01495672723197572,179.9822078379462,0.01495672723197572,0.9981808662414551,0.9360496997833252,0.918919563293457,0.8446487923775758,0.8662752049634389,0.8589629957899402,0.0009451851171130935,0.0007938795412580172,0.0001513055758550763,,prototype,prototype,prototype,1.2524154554283695
6,000006.jpg,previous_frame_refine_only:000005.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.185043272768013,29.1693638796514,-0.015679393116613483,0.0,True,prediction,True,336.4401160000057,254791.5686137308,3363807.8906522817,88.832,29.19999999999999,254790.5107817933,3363807.4579537134,88.805,29.185043272768013,254791.44726706215,3363808.260035175,88.97521021123976,-150.8306361203486,254791.31286325416,3363808.394438982,88.805,29.185043272768013,0.9364852688449901,0.8020814615301788,0.17021021123974833,0.8020814615301788,0.9364852688449901,0.0,1.142907021170391,0.3888042383828826,0.5649861464808188,0.026999999999986812,0.14321021123976152,0.026999999999986812,0.01495672723197572,179.96936387965138,0.01495672723197572,0.9443696141242981,0.8188531398773193,0.8572807908058167,0.8640971395830579,0.85620785402618,0.8613645378817929,0.000769374513765797,0.000573116917318354,0.000196257596447443,,prototype,prototype,prototype,1.2675843039487962
7,000007.jpg,previous_frame_refine_only:000006.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.185043272768013,29.174436137252627,-0.010607135515385835,-0.010607135515385835,True,clamped_raw_observation,True,126.59450000001016,254792.05647623076,3363808.7635725066,88.842,29.19999999999999,254791.31286325416,3363808.394438982,88.805,29.185043272768013,254792.0904087027,3363808.6134900716,89.1483070505783,-150.82556386274737,254791.53191434345,3363809.1719844304,88.805,29.174436137252627,0.7775454485381488,0.21905108960345387,0.34330705057828936,0.21905108960345387,0.7775454485381488,0.0,0.8301926390591376,0.1538705623093102,0.6648048383722553,0.03699999999999193,0.30630705057829744,0.03699999999999193,0.01495672723197572,179.9744361372526,0.025563862747361554,0.7935773730278015,0.7643802165985107,0.9133881330490112,0.9115962698848052,0.8629731212287438,0.8587164015359298,0.0004682708919669191,0.0005001555740212401,-3.188468205432099e-05,,prototype,prototype,prototype,1.6685391344063698
8,000008.jpg,previous_frame_refine_only:000007.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.174436137252627,29.1446472777576,-0.029788859495027964,-0.029788859495027964,True,clamped_raw_observation,True,124.9340669999981,254792.54433865723,3363809.636492751,88.836,29.19999999999999,254791.53191434345,3363809.1719844304,88.805,29.174436137252627,254792.47692615676,3363809.7500927607,89.16003588866442,-150.8553527222424,254792.11002267347,3363810.1169962436,88.805,29.1446472777576,0.945011813309975,0.578108330257237,0.3550358886644176,0.578108330257237,0.945011813309975,0.0,1.1138989950224445,0.13209620508618317,0.6476989887867199,0.0309999999999917,0.3240358886644259,0.0309999999999917,0.025563862747361554,179.9446472777576,0.05535272224238952,0.9323452711105347,0.6059083342552185,0.8852238059043884,0.8706026844460041,0.8815685586454952,0.8650978155978595,0.0007109491756030669,0.000316535122692585,0.0003944140529104819,,prototype,prototype,prototype,1.3248215238350132
9,000009.jpg,previous_frame_refine_only:000008.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.1446472777576,29.101496622412327,-0.04315065534527207,-0.04315065534527207,True,clamped_raw_observation,True,123.90509300001895,254793.0321914019,3363810.5094132307,88.871,29.19999999999999,254792.11002267347,3363810.1169962436,88.805,29.1446472777576,254792.9861978969,3363810.923110471,88.79992949590087,-150.89850337758767,254792.91613690098,3363810.9931714665,88.805,29.101496622412327,0.8761752234422602,0.8061142275109887,-0.005070504099137452,0.8061142275109887,0.8761752234422602,0.0,1.0021907280854607,0.41624609214100444,0.4974843494053295,0.06599999999998829,0.07107050409912574,0.06599999999998829,0.05535272224238952,179.9014966224123,0.09850337758766159,0.8767685294151306,0.8380967378616333,0.7942261695861816,0.8878564071095136,0.8663130903592013,0.8744219684849548,0.0006564916014516106,0.0006331600210008522,2.3331580450758338e-05,,prototype,prototype,prototype,1.2501648538439314
10,000010.jpg,previous_frame_refine_only:000009.jpg,swap_xy_freeze_alt_constrained_yaw,constrained_search,29.101496622412327,29.008263482871627,-0.09323313954070045,0.0,True,prediction,True,137.75525799999855,254793.52005368512,3363811.38233351,89.049,29.19999999999999,254792.91613690098,3363810.9931714665,88.805,29.101496622412327,254793.40369538314,3363811.5149134523,89.12217321526259,-150.99173651712837,254793.43787888627,3363811.4807299483,88.805,29.101496622412327,0.4875584821566008,0.521741985809058,0.317173215262585,0.521741985809058,0.4875584821566008,0.0,0.7184445548003737,0.17639925034578463,0.1281973346512998,0.24399999999999977,0.07317321526258525,0.24399999999999977,0.09850337758766159,179.80826348287167,0.09850337758766159,0.8638825416564941,0.8581386208534241,0.7267088890075684,0.8737452500713863,0.8603905374832517,0.8685395479605509,0.0006805620117423435,0.0006541979188720385,2.6364092870305054e-05,,prototype,prototype,prototype,1.160295981045433
