label,vegetation_ratio,road_like_ratio,edge_density,height_variation,building_density,landcover_score,init_xy_rmse,selected_xy_rmse,raw_refined_xy_rmse,init_yaw_rmse,selected_yaw_rmse,raw_refined_yaw_rmse,safe_gate_accept_ratio,worse_frame_ratio,selected_xy_mean,selected_xy_median,selected_xy_p90,selected_xy_max,selected_yaw_mean,selected_yaw_median,selected_yaw_p90,selected_yaw_max
building_firstpose_gate,,,,,,,4.080530016881124,4.080530016881124,7.125642923377891,1.0206139999999948,1.0206139999999948,177.95922771185002,0.0,1.0,4.080530016879438,4.0805298470454225,4.080534755293906,4.080538410955168,1.0206139999999948,1.0206139999999948,1.0206139999999948,1.0206139999999948
landcover_firstpose_gate,0.39974283854166665,0.5777419704861111,0.24397135416666665,1.4832927703857421,0.01189208984375,1.4566847705841064,4.0805290382144985,4.0805290382144985,7.333311779096134,1.0206139999999948,1.0206139999999948,177.96027421829191,0.0,1.0,4.080529038213016,4.080528886213376,4.080533710934568,4.080536735665128,1.0206139999999948,1.0206139999999948,1.0206139999999948,1.0206139999999948
