frame_index,frame_id,init_source,selected_method,yaw_policy,yaw_pred,yaw_obs_corrected,yaw_obs_delta_deg,accepted_yaw_delta_deg,yaw_obs_trusted,selected_yaw_source,refine_success,elapsed_ms,gt_east,gt_north,gt_alt,gt_yaw,init_east,init_north,init_alt,init_yaw,raw_refined_east,raw_refined_north,raw_refined_alt,raw_refined_yaw,selected_east,selected_north,selected_alt,selected_yaw,raw_delta_east_m,raw_delta_north_m,raw_delta_alt_m,applied_delta_east_m,applied_delta_north_m,applied_delta_alt_m,init_xy_error_m,raw_refined_xy_error_m,selected_xy_error_m,init_alt_error_m,raw_refined_alt_error_m,selected_alt_error_m,init_yaw_error_deg,raw_refined_yaw_error_deg,selected_yaw_error_deg,init_chamfer,raw_refined_chamfer,selected_chamfer,init_overlap,raw_refined_overlap,selected_overlap,feature_loss_initial,feature_loss_refined,feature_loss_drop,failure_reason,candidate_source,candidate_yaw,candidate_yaw_delta_deg,chamfer_norm,edge_chamfer,edge_overlap,feature_loss,feature_norm,grid_offset_deg,render_failed,score,selected
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prediction,28.179385999999994,0.0,0.9520121151653906,0.8942955136299133,0.8574348675835112,0.002293855902583649,0.7268441349130011,,False,1.27628828131013,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,25.179385999999994,-3.0,1.0623388253944364,0.997933566570282,0.8204084560076025,0.006439903751015663,2.0405842692898966,-3.0,False,1.842076436709308,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,26.179385999999994,-2.0,1.0394167365372846,0.976401150226593,0.8293198974377365,0.00526685322013994,1.6688848537497742,-2.0,False,1.6873180525369917,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,27.179385999999994,-1.0,1.0171741492207973,0.9555070400238037,0.8349679941188073,0.003799015462088088,1.2037774927153853,-1.0,False,1.5131505282808364,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,27.679385999999994,-0.5,0.9974178433843174,0.9369484782218933,0.841996736655251,0.0030276725301519036,0.9593654154558944,-0.5,False,1.41026246059304,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,28.679385999999994,0.5,0.908238167796335,0.8531754016876221,0.8744867404206488,0.001730365736875683,0.5482934589247328,0.5,False,1.1858247921068694,True
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,29.179385999999994,1.0,0.938445751741647,0.8815516233444214,0.8683365907012605,0.0015897202441313614,0.5037277338554217,1.0,False,1.226041094504242,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,30.179385999999994,2.0,0.9621175194393025,0.9037882685661316,0.85157160531459,0.002525394568995883,0.8002107842730403,2.0,False,1.3705986101929726,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,31.179385999999994,3.0,1.006674267303939,0.9456437230110168,0.8414229617543167,0.004145143553614616,1.3134535944144166,3.0,False,1.5836147041532265,False
0,000000.jpg,,,,28.179385999999994,27.1596510794422,-1.019734920557795,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clamped_raw_observation,27.1596510794422,-1.019734920557795,1.0234935960358582,0.9614433646202087,0.8336949310573596,0.003825743061800798,1.2122465508936275,,False,1.5234523503186395,False
